"lang"
{
    "Language"      "Russian"
        "DOTA_Tooltip_modifier_item_desolating_skadi_debuff"                              "Corrupted Cold Attack от Desolating Skadi"
        "DOTA_Tooltip_modifier_item_desolating_skadi_debuff_Description"                  "Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, броня уменьшена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

        "DOTA_Tooltip_modifier_item_edge_of_vyse_active"                                  "Vyse Walk"
        "DOTA_Tooltip_modifier_item_edge_of_vyse_active_Description"                      "Невидим. Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%; можно проходить сквозь юнитов. Атака снимет невидимость и нанесет 225 дополнительного урона, замедлит цель, уменьшит наносимый ею урон и использует на неё Hex."

        "DOTA_Tooltip_modifier_item_casino_drug_pill1_buff"                               "Blue Pill Buff"
        "DOTA_Tooltip_modifier_item_casino_drug_pill1_buff_Description"                   "Что-то хорошее от этого."

        "DOTA_Tooltip_modifier_item_casino_drug_pill1_debuff"                             "Blue Pill Debuff"
        "DOTA_Tooltip_modifier_item_casino_drug_pill1_debuff_Description"                 "Всё плохое от этого."

        "DOTA_Tooltip_modifier_item_casino_drug_pill1_addiction"                          "Blue Pill Addiction"
        "DOTA_Tooltip_modifier_item_casino_drug_pill1_addiction_Description"              "Кажется, что тебе стоит завязать с этим."

        "DOTA_Tooltip_modifier_item_casino_drug_pill2_buff"                               "Red Pill Buff"
        "DOTA_Tooltip_modifier_item_casino_drug_pill2_buff_Description"                   "Что-то хорошее от этого."

        "DOTA_Tooltip_modifier_item_casino_drug_pill2_debuff"                             "Red Pill Debuff"
        "DOTA_Tooltip_modifier_item_casino_drug_pill2_debuff_Description"                 "Всё плохое от этого."

        "DOTA_Tooltip_modifier_item_casino_drug_pill2_addiction"                          "Red Pill Addiction"
        "DOTA_Tooltip_modifier_item_casino_drug_pill2_addiction_Description"              "Кажется, что тебе стоит завязать с этим."

        "DOTA_Tooltip_modifier_item_casino_drug_pill3_buff"                               "Black Pill Buff"
        "DOTA_Tooltip_modifier_item_casino_drug_pill3_buff_Description"                   "Что-то хорошее от этого."

        "DOTA_Tooltip_modifier_item_casino_drug_pill3_debuff"                             "Black Pill Debuff"
        "DOTA_Tooltip_modifier_item_casino_drug_pill3_debuff_Description"                 "Всё плохое от этого."

        "DOTA_Tooltip_modifier_item_casino_drug_pill3_addiction"                          "Black Pill Addiction"
        "DOTA_Tooltip_modifier_item_casino_drug_pill3_addiction_Description"              "Кажется, что тебе стоит завязать с этим."

        "DOTA_Tooltip_modifier_shard_ultimate_scepter"                                    "Поглощённый Aghanim's Scepter"
        "DOTA_Tooltip_modifier_shard_ultimate_scepter_Description"                        "Способности усилены при помощи Aghanim's Scepter."

        "DOTA_Tooltip_modifier_item_manta_arena_fast_attack"                              "Fast Attack"
        "DOTA_Tooltip_modifier_item_manta_arena_fast_attack_Description"                  "Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

        "DOTA_Tooltip_modifier_item_diffusal_blade_arena_root"                            "Прикован от Diffusal Blade"
        "DOTA_Tooltip_modifier_item_diffusal_blade_arena_root_Description"                "Прикован к земле."

        "DOTA_Tooltip_modifier_item_diffusal_blade_arena_slow"                            "Очищение от Diffusal Blade"
        "DOTA_Tooltip_modifier_item_diffusal_blade_arena_slow_Description"                "Скорость передвижения снижена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

        "DOTA_Tooltip_modifier_item_steam_footgear_active"                                "Steam Footgear"
        "DOTA_Tooltip_modifier_item_steam_footgear_active_Description"                    "У вас есть свободное передвижение."

        "DOTA_Tooltip_modifier_item_titanium_fruit"                                       "Неуязвимость от Titanium Fruit"
        "DOTA_Tooltip_modifier_item_titanium_fruit_Description"                           "Вы неуязвимы."

        "DOTA_Tooltip_modifier_item_diffusal_style_fast_attack"                           "Fast Attack"
        "DOTA_Tooltip_modifier_item_diffusal_style_fast_attack_Description"               "Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки увеличена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

        "DOTA_Tooltip_modifier_item_diffusal_style_root"                                  "Прикован от Diffusal Style"
        "DOTA_Tooltip_modifier_item_diffusal_style_root_Description"                      "Прикован к земле."

        "DOTA_Tooltip_modifier_item_diffusal_style_slow"                                  "Очищение от Diffusal Style"
        "DOTA_Tooltip_modifier_item_diffusal_style_slow_Description"                      "Скорость передвижения снижена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

        "DOTA_Tooltip_modifier_item_blink_staff_unobstructed_movement"                    "Передвижение от Blink Staff"
        "DOTA_Tooltip_modifier_item_blink_staff_unobstructed_movement_Description"        "У вас есть свободное передвижение."

        "DOTA_Tooltip_modifier_item_sunray_dagon_arena_blind"                             "Ослепление от Sunray Dagon"
        "DOTA_Tooltip_modifier_item_sunray_dagon_arena_blind_Description"                 "Промахивается в %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% атак."

        "DOTA_Tooltip_modifier_item_radiance_arena_aura"                                  "Burn Damage"
        "DOTA_Tooltip_modifier_item_radiance_arena_aura_Description"                      "Получает 50 единиц урона в секунду, скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% и промахивается в %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% случаев."

        "DOTA_Tooltip_modifier_item_radiance_2_aura"                                      "Burn Damage"
        "DOTA_Tooltip_modifier_item_radiance_2_aura_Description"                          "Получает 120 единиц урона в секунду, скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% и промахивается в %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% случаев."

        "DOTA_Tooltip_modifier_item_radiance_3_aura"                                      "Burn Damage"
        "DOTA_Tooltip_modifier_item_radiance_3_aura_Description"                          "Получает 225 единиц урона в секунду, скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% и промахивается в %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% случаев."

        "DOTA_Tooltip_modifier_item_radiance_frozen_aura"                                 "Cold Damage"
        "DOTA_Tooltip_modifier_item_radiance_frozen_aura_Description"                     "Получает 500 единиц урона в секунду, скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% и промахивается в %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% случаев."

        "DOTA_Tooltip_modifier_item_skadi_arena_cold_attack"                              "Eye of Skadi Cold Attack"
        "DOTA_Tooltip_modifier_item_skadi_arena_cold_attack_Description"                  "Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

        "DOTA_Tooltip_modifier_item_essential_orb_fire_burn"                              "Fire Orb Burn"
        "DOTA_Tooltip_modifier_item_essential_orb_fire_burn_Description"                  "Вам периодически наносится урон, броня уменьшена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

        "DOTA_Tooltip_modifier_octarine_bash_cooldown"                                    "Перезарядка Mental Strike"
